"","team","pass_cmp","pass_att","pass_yds","pass_td","pass_int","pass_sacked","pass_sacked_yds","pass_long","pass_rating","rush_att","rush_yds","rush_td","rush_long","targets","rec","rec_yds","rec_td","rec_long","fumbles_lost","rush_scrambles","designed_rush_att","comb_pass_rush_play","comb_pass_play","comb_rush_play","Team_abbrev","Opponent_abbrev","two_point_conv","total_ret_td","offensive_fumble_recovery_td","pass_yds_bonus","rush_yds_bonus","rec_yds_bonus","pass_target_yds","pass_poor_throws","pass_blitzed","pass_hurried","rush_yds_before_contact","rush_yac","rush_broken_tackles","rec_air_yds","rec_yac","rec_drops","vis_team","home_team","vis_score","home_score","OT","Roof","Surface","Temperature","Humidity","Wind_Speed","Vegas_Line","Vegas_Favorite","Over_Under","game_date","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","is_blownout","score_diff"
"368","DEN",18,28,134,2,1,0,0,33,84,25,84,0,28,26,18,134,2,78,0,3,22,53,31,22,"DEN","LAC",0,0,0,0,0,0,184,5,7,4,39,45,2,173,54,1,"LAC","DEN",20,23,"False","outdoors","grass",33,51,7,-4,"LAC",39,"2019-12-01",FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3
"369","HOU",19,26,240,4,0,3,16,41,271,23,52,0,19,26,19,240,4,128,0,1,22,52,30,22,"HOU","NWE",0,0,0,0,0,0,195,3,18,3,17,35,1,195,117,0,"NWE","HOU",22,28,"False","retractable roof (closed)","grass",72,45,0,-3,"NWE",47,"2019-12-01",FALSE,6,FALSE,6,FALSE,6,FALSE,6,FALSE,6,FALSE,6
"370","NWE",24,47,326,3,1,3,23,44,85,29,145,0,65,45,24,326,3,163,0,1,28,79,51,28,"NWE","HOU",0,0,0,1,0,1,498,8,12,5,91,54,0,482,128,2,"NWE","HOU",22,28,"False","retractable roof (closed)","grass",72,45,0,-3,"NWE",47,"2019-12-01",FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6
"371","TAM",21,33,268,0,0,4,27,32,89,31,74,2,38,33,21,268,0,120,1,1,30,68,38,30,"TAM","JAX",1,0,0,0,0,0,337,8,18,3,44,30,0,337,110,1,"TAM","JAX",28,11,"False","outdoors","grass",72,45,0,-3,"TAM",46,"2019-12-01",FALSE,17,FALSE,17,FALSE,17,FALSE,17,FALSE,17,FALSE,17
"372","JAX",23,41,240,1,2,5,47,69,112,17,49,0,17,38,23,240,1,126,2,1,16,63,47,16,"JAX","TAM",1,0,0,0,0,0,214,8,16,1,18,31,2,204,130,1,"TAM","JAX",28,11,"False","outdoors","grass",72,45,0,-3,"TAM",46,"2019-12-01",TRUE,-17,TRUE,-17,TRUE,-17,TRUE,-17,TRUE,-17,TRUE,-17
"373","LVR",20,30,222,1,2,2,12,28,71,25,122,0,52,27,20,222,1,121,1,2,23,57,34,23,"LVR","KAN",0,0,0,0,1,1,170,3,8,11,73,49,2,160,129,0,"LVR","KAN",9,40,"False","outdoors","grass",36,55,20,-11,"KAN",49,"2019-12-01",TRUE,-31,TRUE,-31,TRUE,-31,TRUE,-31,TRUE,-31,TRUE,-31
"374","KAN",15,29,175,1,0,1,12,47,81,29,96,3,47,27,15,175,1,83,0,2,27,59,32,27,"KAN","LVR",0,0,0,0,0,0,259,8,5,12,51,45,0,232,100,3,"LVR","KAN",9,40,"False","outdoors","grass",36,55,20,-11,"KAN",49,"2019-12-01",FALSE,31,FALSE,31,FALSE,31,FALSE,31,FALSE,31,FALSE,31
"375","MIA",28,40,366,4,1,3,15,44,232,20,58,1,47,39,28,366,4,124,0,1,19,63,44,19,"MIA","PHI",2,0,0,1,0,1,352,6,12,0,24,34,1,352,115,0,"PHI","MIA",31,37,"False","outdoors","grass",72,45,0,-10,"PHI",45,"2019-12-01",FALSE,6,FALSE,6,FALSE,6,FALSE,6,FALSE,6,FALSE,6
"376","PHI",28,46,310,3,1,2,16,27,93,19,92,0,21,45,28,310,3,122,0,0,19,67,48,19,"PHI","MIA",2,0,0,1,0,1,506,12,7,0,49,43,1,456,103,1,"PHI","MIA",31,37,"False","outdoors","grass",72,45,0,-10,"PHI",45,"2019-12-01",FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6
"377","GNB",21,33,243,4,0,0,0,43,125,26,79,0,32,33,21,243,4,117,0,3,23,59,36,23,"GNB","NYG",0,0,0,0,0,1,272,9,14,2,34,45,2,271,85,2,"GNB","NYG",31,13,"False","outdoors","fieldturf ",32,86,10,-6,"GNB",43,"2019-12-01",FALSE,18,FALSE,18,FALSE,18,FALSE,18,FALSE,18,FALSE,18
"378","NYG",20,37,240,1,3,0,0,43,49,27,95,0,28,36,20,240,1,144,0,1,26,64,38,26,"NYG","GNB",0,0,0,0,0,0,273,10,7,1,34,61,2,274,104,1,"GNB","NYG",31,13,"False","outdoors","fieldturf ",32,86,10,-6,"GNB",43,"2019-12-01",TRUE,-18,TRUE,-18,TRUE,-18,TRUE,-18,TRUE,-18,TRUE,-18
"379","PIT",14,21,212,1,1,1,13,44,95,32,124,1,53,18,14,212,1,129,0,1,31,54,23,31,"PIT","CLE",0,0,0,0,0,1,253,2,8,2,36,88,3,217,88,1,"CLE","PIT",13,20,"False","outdoors","grass",46,91,6,-1,"CLE",40,"2019-12-01",FALSE,7,FALSE,7,FALSE,7,FALSE,7,FALSE,7,FALSE,7
"380","CLE",18,34,196,1,1,5,23,23,111,24,106,0,30,33,18,196,1,118,1,0,24,63,39,24,"CLE","PIT",0,0,0,0,0,0,399,9,16,7,39,67,3,370,83,2,"CLE","PIT",13,20,"False","outdoors","grass",46,91,6,-1,"CLE",40,"2019-12-01",FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7
"381","SFO",15,21,165,1,0,2,8,33,110,29,174,1,62,21,15,165,1,115,1,2,27,52,25,27,"SFO","BAL",0,0,0,0,1,0,158,3,20,4,117,57,1,158,58,1,"SFO","BAL",17,20,"False","outdoors","grass",40,91,13,-5,"BAL",45,"2019-12-01",FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3
"382","BAL",14,23,105,1,0,1,0,20,86,38,178,1,31,23,14,105,1,63,1,0,38,62,24,38,"BAL","SFO",0,0,0,0,1,0,197,6,4,2,163,15,3,197,26,0,"SFO","BAL",17,20,"False","outdoors","grass",40,91,13,-5,"BAL",45,"2019-12-01",FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3
"383","MIN",22,38,276,2,1,0,0,58,87,14,78,1,51,36,22,276,2,167,2,0,14,52,38,14,"MIN","SEA",0,0,0,0,0,0,266,7,8,5,50,28,1,242,173,3,"MIN","SEA",30,37,"False","outdoors","fieldturf",51,65,1,-2,"SEA",48,"2019-12-02",FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7
"384","SEA",21,31,240,2,1,2,14,60,98,43,218,2,74,31,21,240,2,132,1,3,40,76,36,40,"SEA","MIN",0,0,0,0,1,0,247,7,8,3,157,61,1,246,149,0,"MIN","SEA",30,37,"False","outdoors","fieldturf",51,65,1,-2,"SEA",48,"2019-12-02",FALSE,7,FALSE,7,FALSE,7,FALSE,7,FALSE,7,FALSE,7
"385","DAL",27,49,334,1,0,2,8,35,83,22,82,2,32,46,27,334,1,121,0,0,22,73,51,22,"DAL","CHI",0,0,0,1,0,1,513,11,11,4,22,60,1,469,62,1,"DAL","CHI",24,31,"False","outdoors","grass",44,66,9,-3,"DAL",43,"2019-12-05",FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7
"386","CHI",23,31,244,3,1,2,13,33,115,34,151,1,44,31,23,244,3,131,1,4,30,67,37,30,"CHI","DAL",0,0,0,0,0,0,199,4,11,2,66,85,4,199,150,0,"DAL","CHI",24,31,"False","outdoors","grass",44,66,9,-3,"DAL",43,"2019-12-05",FALSE,7,FALSE,7,FALSE,7,FALSE,7,FALSE,7,FALSE,7
"387","CAR",28,41,293,1,2,5,48,39,76,22,100,1,38,40,28,293,1,117,1,4,18,68,50,18,"CAR","ATL",0,0,0,0,0,0,384,7,5,0,86,14,1,377,188,1,"CAR","ATL",20,40,"False","retractable roof (closed)","fieldturf",72,45,0,-3,"ATL",48,"2019-12-08",TRUE,-20,TRUE,-20,TRUE,-20,TRUE,-20,TRUE,-20,TRUE,-20
"388","ATL",20,34,313,2,0,1,11,93,109,32,159,2,50,31,20,313,2,211,0,1,31,67,36,31,"ATL","CAR",0,0,0,1,0,0,322,6,19,2,129,30,4,303,137,1,"CAR","ATL",20,40,"False","retractable roof (closed)","fieldturf",72,45,0,-3,"ATL",48,"2019-12-08",FALSE,20,FALSE,20,FALSE,20,FALSE,20,FALSE,20,FALSE,20
"389","BAL",16,25,145,3,1,1,6,61,102,33,118,0,41,23,16,145,3,117,0,0,33,59,26,33,"BAL","BUF",0,0,0,0,0,0,148,2,7,1,70,48,6,147,104,3,"BAL","BUF",24,17,"False","outdoors","astroturf",43,48,18,-6,"BAL",44,"2019-12-08",FALSE,7,FALSE,7,FALSE,7,FALSE,7,FALSE,7,FALSE,7
"390","BUF",17,39,146,1,0,6,41,37,62,23,104,0,51,37,17,146,1,106,1,1,22,68,46,22,"BUF","BAL",2,0,0,0,0,0,400,10,31,3,49,55,4,386,85,3,"BAL","BUF",24,17,"False","outdoors","astroturf",43,48,18,-6,"BAL",44,"2019-12-08",FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7
"391","CIN",23,39,288,0,1,2,16,50,186,31,179,1,52,34,23,288,0,144,0,1,30,72,42,30,"CIN","CLE",0,0,0,0,1,0,290,7,12,1,84,95,5,280,166,1,"CIN","CLE",19,27,"False","outdoors","grass",48,58,16,-6,"CLE",43,"2019-12-08",FALSE,-8,FALSE,-8,FALSE,-8,FALSE,-8,FALSE,-8,FALSE,-8
"392","CLE",11,24,192,0,2,1,5,34,38,27,146,2,70,22,11,192,0,121,0,2,25,52,27,25,"CLE","CIN",0,0,0,0,1,0,230,5,16,4,35,111,4,222,125,0,"CIN","CLE",19,27,"False","outdoors","grass",48,58,16,-6,"CLE",43,"2019-12-08",FALSE,8,FALSE,8,FALSE,8,FALSE,8,FALSE,8,FALSE,8
"393","PIT",16,19,152,1,0,3,17,22,117,35,140,0,61,18,16,152,1,89,2,4,31,57,26,31,"PIT","ARI",0,1,0,0,0,0,93,1,10,2,56,84,4,81,74,0,"PIT","ARI",23,17,"False","retractable roof (closed)","grass",72,45,0,-2,"PIT",43,"2019-12-08",FALSE,6,FALSE,6,FALSE,6,FALSE,6,FALSE,6,FALSE,6
"394","ARI",20,30,194,2,3,5,29,31,67,22,71,0,40,28,20,194,2,107,0,3,19,57,38,19,"ARI","PIT",0,0,0,0,0,0,209,4,9,4,29,42,3,167,103,1,"PIT","ARI",23,17,"False","retractable roof (closed)","grass",72,45,0,-2,"PIT",43,"2019-12-08",FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6
"395","WAS",16,27,170,1,1,4,29,30,74,28,121,1,39,26,16,170,1,78,0,0,28,59,31,28,"WAS","GNB",0,0,0,0,0,0,255,7,7,4,54,67,2,254,86,0,"WAS","GNB",15,20,"False","outdoors","grass",37,75,10,-13,"GNB",42,"2019-12-08",FALSE,-5,FALSE,-5,FALSE,-5,FALSE,-5,FALSE,-5,FALSE,-5
"396","GNB",18,28,195,1,0,4,28,25,96,28,174,1,62,27,18,195,1,110,1,2,26,60,34,26,"GNB","WAS",0,0,0,0,1,0,219,5,11,4,92,82,2,210,86,2,"WAS","GNB",15,20,"False","outdoors","grass",37,75,10,-13,"GNB",42,"2019-12-08",FALSE,5,FALSE,5,FALSE,5,FALSE,5,FALSE,5,FALSE,5
"397","DEN",22,27,309,3,1,1,8,48,136,27,90,1,30,27,22,309,3,198,0,2,25,55,30,25,"DEN","HOU",0,0,0,1,0,1,187,3,10,1,68,22,1,187,190,0,"DEN","HOU",38,24,"False","retractable roof (closed)","grass",72,45,0,-8,"HOU",42,"2019-12-08",FALSE,14,FALSE,14,FALSE,14,FALSE,14,FALSE,14,FALSE,14
"398","HOU",28,50,292,1,2,3,12,43,63,22,134,2,46,47,28,292,1,101,1,6,16,75,59,16,"HOU","DEN",0,0,0,0,0,1,434,9,13,7,95,39,1,388,160,3,"DEN","HOU",38,24,"False","retractable roof (closed)","grass",72,45,0,-8,"HOU",42,"2019-12-08",TRUE,-14,TRUE,-14,TRUE,-14,TRUE,-14,TRUE,-14,TRUE,-14
"399","LAC",19,27,340,4,0,1,10,98,267,30,195,2,78,26,19,340,4,236,0,0,30,58,28,30,"LAC","JAX",0,0,0,1,1,1,256,3,4,0,91,104,2,252,229,2,"LAC","JAX",45,10,"False","outdoors","grass",72,45,0,-3,"LAC",42,"2019-12-08",FALSE,35,FALSE,35,FALSE,35,FALSE,35,FALSE,35,FALSE,35
"400","JAX",25,38,171,1,0,2,7,31,187,23,88,0,23,37,25,171,1,81,0,6,17,63,46,17,"JAX","LAC",0,0,0,0,0,0,209,8,9,3,31,57,1,208,70,1,"LAC","JAX",45,10,"False","outdoors","grass",72,45,0,-3,"LAC",42,"2019-12-08",TRUE,-35,TRUE,-35,TRUE,-35,TRUE,-35,TRUE,-35,TRUE,-35
"401","DET",24,40,205,1,2,5,44,23,60,22,70,0,14,38,24,205,1,100,0,0,22,67,45,22,"DET","MIN",0,0,0,0,0,0,267,9,10,4,33,37,1,250,56,2,"DET","MIN",7,20,"False","dome","sportturf",72,45,0,-12,"MIN",43,"2019-12-08",TRUE,-13,TRUE,-13,TRUE,-13,TRUE,-13,TRUE,-13,TRUE,-13
"402","MIN",24,30,242,1,0,1,8,44,111,39,120,1,21,29,24,242,1,163,0,0,39,70,31,39,"MIN","DET",0,0,0,0,0,0,214,5,6,4,49,71,2,218,112,0,"DET","MIN",7,20,"False","dome","sportturf",72,45,0,-12,"MIN",43,"2019-12-08",FALSE,13,FALSE,13,FALSE,13,FALSE,13,FALSE,13,FALSE,13
"403","NOR",29,41,349,5,0,0,0,49,178,27,116,1,51,41,29,349,5,197,1,1,26,68,42,26,"NOR","SFO",0,0,0,1,0,1,250,2,14,1,66,50,0,250,195,2,"SFO","NOR",48,46,"False","dome","astroturf",72,45,0,-1,"NOR",45,"2019-12-08",FALSE,-2,FALSE,-2,FALSE,-2,FALSE,-2,FALSE,-2,FALSE,-2
"404","SFO",27,36,384,5,1,3,30,110,290,24,162,1,85,35,27,384,5,199,0,1,23,63,40,23,"SFO","NOR",0,0,0,1,0,1,238,2,17,0,129,33,0,228,190,4,"SFO","NOR",48,46,"False","dome","astroturf",72,45,0,-1,"NOR",45,"2019-12-08",FALSE,2,FALSE,2,FALSE,2,FALSE,2,FALSE,2,FALSE,2
"405","KAN",26,40,283,1,1,1,12,48,83,29,75,1,37,39,26,283,1,152,1,3,26,70,44,26,"KAN","NWE",0,0,0,0,0,0,219,8,6,2,25,50,0,215,181,2,"KAN","NWE",23,16,"False","outdoors","grass",32,56,8,-3,"NWE",49,"2019-12-08",FALSE,7,FALSE,7,FALSE,7,FALSE,7,FALSE,7,FALSE,7
"406","NWE",20,37,204,1,1,3,20,72,182,22,94,1,62,35,20,204,1,130,0,1,21,62,41,21,"NWE","KAN",0,0,0,0,0,0,257,9,17,6,39,55,0,253,108,3,"KAN","NWE",23,16,"False","outdoors","grass",32,56,8,-3,"NWE",49,"2019-12-08",FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7
"407","MIA",21,37,245,0,1,2,5,25,65,26,122,0,46,35,21,245,0,103,0,6,20,65,45,20,"MIA","NYJ",0,0,0,0,0,0,318,9,15,4,81,41,5,302,82,0,"MIA","NYJ",21,22,"False","outdoors","fieldturf ",41,47,9,-5,"NYJ",47,"2019-12-08",FALSE,-1,FALSE,-1,FALSE,-1,FALSE,-1,FALSE,-1,FALSE,-1
"408","NYJ",20,36,270,2,1,1,8,39,86,32,112,0,28,35,20,270,2,148,0,0,32,69,37,32,"NYJ","MIA",0,0,0,0,0,1,391,7,17,6,61,51,2,390,138,3,"MIA","NYJ",21,22,"False","outdoors","fieldturf ",41,47,9,-5,"NYJ",47,"2019-12-08",FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1,FALSE,1
"409","TEN",21,27,391,3,1,0,0,91,140,32,161,2,53,27,21,391,3,268,0,2,30,59,29,30,"TEN","LVR",0,0,0,1,1,1,294,3,7,0,55,106,3,294,196,0,"TEN","LVR",42,21,"False","outdoors","grass",59,78,5,-3,"TEN",47,"2019-12-08",FALSE,21,FALSE,21,FALSE,21,FALSE,21,FALSE,21,FALSE,21
"410","LVR",25,34,262,2,0,2,4,49,115,24,97,1,38,30,25,262,2,151,1,2,22,60,38,22,"LVR","TEN",0,0,0,0,0,0,247,5,7,5,32,65,0,238,118,0,"TEN","LVR",42,21,"False","outdoors","grass",59,78,5,-3,"TEN",47,"2019-12-08",TRUE,-21,TRUE,-21,TRUE,-21,TRUE,-21,TRUE,-21,TRUE,-21
"411","SEA",22,36,245,0,1,5,43,35,69,21,106,0,32,33,22,245,0,142,0,4,17,62,45,17,"SEA","LAR",0,0,0,0,0,0,395,5,18,5,82,24,1,347,76,1,"SEA","LAR",12,28,"False","outdoors","grass",60,79,4,-1,"LAR",47,"2019-12-08",TRUE,-16,TRUE,-16,TRUE,-16,TRUE,-16,TRUE,-16,TRUE,-16
"412","LAR",22,32,293,2,2,0,0,33,134,35,162,2,73,30,22,293,2,94,0,1,34,67,33,34,"LAR","SEA",0,0,0,0,0,1,305,7,9,3,96,66,4,303,120,1,"SEA","LAR",12,28,"False","outdoors","grass",60,79,4,-1,"LAR",47,"2019-12-08",FALSE,16,FALSE,16,FALSE,16,FALSE,16,FALSE,16,FALSE,16
"413","IND",19,36,251,2,0,1,8,50,93,22,66,1,28,35,19,251,2,131,1,3,19,59,40,19,"IND","TAM",2,0,0,0,0,1,359,8,17,3,43,23,1,364,84,4,"IND","TAM",35,38,"False","outdoors","grass",78,58,9,-3,"TAM",46,"2019-12-08",FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3
"414","TAM",35,49,474,4,3,1,7,74,169,28,75,1,26,45,35,474,4,225,1,2,26,78,52,26,"TAM","IND",0,0,0,1,0,0,409,8,17,4,39,36,2,380,193,0,"IND","TAM",35,38,"False","outdoors","grass",78,58,9,-3,"TAM",46,"2019-12-08",FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3
"415","PHI",33,50,325,2,0,3,25,30,97,32,118,1,42,50,33,325,2,134,1,1,31,85,54,31,"PHI","NYG",0,0,0,1,0,0,314,7,18,6,67,51,4,314,171,3,"NYG","PHI",17,23,"True","outdoors","grass",53,87,11,-9,"PHI",45,"2019-12-09",FALSE,6,FALSE,6,FALSE,6,FALSE,6,FALSE,6,FALSE,6
"416","NYG",15,30,203,2,0,2,21,55,94,20,73,0,19,29,15,203,2,83,0,0,20,52,32,20,"NYG","PHI",0,0,0,0,0,1,264,6,5,0,50,23,3,267,83,1,"NYG","PHI",17,23,"True","outdoors","grass",53,87,11,-9,"PHI",45,"2019-12-09",FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6
"417","NYJ",18,32,218,2,1,1,11,41,85,24,103,0,30,29,18,218,2,137,1,1,23,57,34,23,"NYJ","BAL",2,0,0,0,0,0,252,5,17,6,53,50,0,240,109,1,"NYJ","BAL",21,42,"False","outdoors","grass",33,55,3,-17,"BAL",44,"2019-12-12",TRUE,-21,TRUE,-21,TRUE,-21,TRUE,-21,TRUE,-21,TRUE,-21
"418","BAL",15,24,212,5,0,1,0,36,174,34,218,1,96,22,15,212,5,142,0,2,32,59,27,32,"BAL","NYJ",1,0,0,0,0,0,267,4,7,1,139,79,1,236,59,1,"NYJ","BAL",21,42,"False","outdoors","grass",33,55,3,-17,"BAL",44,"2019-12-12",FALSE,21,FALSE,21,FALSE,21,FALSE,21,FALSE,21,FALSE,21
"419","CAR",25,42,277,1,3,1,8,22,98,29,145,2,42,39,25,277,1,86,0,4,25,72,47,25,"CAR","SEA",0,0,0,0,0,1,245,7,6,4,110,35,1,233,204,2,"SEA","CAR",30,24,"False","outdoors","grass",56,45,5,-6,"SEA",48,"2019-12-15",FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6
"420","SEA",20,27,286,2,1,2,12,58,137,34,154,2,36,25,20,286,2,167,0,1,33,63,30,33,"SEA","CAR",0,0,0,0,1,1,313,4,2,5,92,62,2,295,104,0,"SEA","CAR",30,24,"False","outdoors","grass",56,45,5,-6,"SEA",48,"2019-12-15",FALSE,6,FALSE,6,FALSE,6,FALSE,6,FALSE,6,FALSE,6
"421","NWE",15,29,128,2,0,2,12,23,86,32,175,1,69,28,15,128,2,81,0,0,32,63,31,32,"NWE","CIN",0,0,0,0,0,0,157,9,6,0,88,87,2,157,94,2,"NWE","CIN",34,13,"False","outdoors","grass",36,58,6,-10,"NWE",42,"2019-12-15",FALSE,21,FALSE,21,FALSE,21,FALSE,21,FALSE,21,FALSE,21
"422","CIN",17,31,151,1,4,0,0,24,39,32,164,0,48,29,17,151,1,102,1,0,32,63,31,32,"CIN","NWE",0,0,0,0,1,0,251,2,18,1,75,89,4,228,77,2,"NWE","CIN",34,13,"False","outdoors","grass",36,58,6,-10,"NWE",42,"2019-12-15",TRUE,-21,TRUE,-21,TRUE,-21,TRUE,-21,TRUE,-21,TRUE,-21
"423","CLE",30,43,247,2,1,1,6,26,90,23,152,1,46,42,30,247,2,120,1,2,21,67,46,21,"CLE","ARI",0,0,0,0,1,0,254,7,15,3,69,83,4,254,128,2,"CLE","ARI",24,38,"False","retractable roof (closed)","grass",72,45,0,-3,"CLE",49,"2019-12-15",TRUE,-14,TRUE,-14,TRUE,-14,TRUE,-14,TRUE,-14,TRUE,-14
"424","ARI",19,25,219,1,1,0,0,51,98,35,226,4,88,23,19,219,1,140,0,2,33,60,27,33,"ARI","CLE",0,0,0,0,1,0,167,3,11,5,177,49,2,149,133,0,"CLE","ARI",24,38,"False","retractable roof (closed)","grass",72,45,0,-3,"CLE",49,"2019-12-15",FALSE,14,FALSE,14,FALSE,14,FALSE,14,FALSE,14,FALSE,14
"425","LAR",34,52,289,2,1,2,22,33,171,14,22,1,11,51,34,289,2,111,0,0,14,68,54,14,"LAR","DAL",1,0,0,0,0,1,309,8,14,2,2,20,4,302,169,4,"LAR","DAL",21,44,"False","retractable roof (closed)","fieldturf",72,45,0,-1,"LAR",48,"2019-12-15",TRUE,-23,TRUE,-23,TRUE,-23,TRUE,-23,TRUE,-23,TRUE,-23
"426","DAL",15,23,212,2,0,0,0,59,123,45,263,3,68,22,15,212,2,154,0,2,43,68,25,43,"DAL","LAR",0,0,0,0,2,0,137,3,9,2,49,214,12,137,149,2,"LAR","DAL",21,44,"False","retractable roof (closed)","fieldturf",72,45,0,-1,"LAR",48,"2019-12-15",FALSE,23,FALSE,23,FALSE,23,FALSE,23,FALSE,23,FALSE,23
"427","TAM",28,42,458,4,1,2,12,51,124,29,49,0,18,41,28,458,4,241,0,0,29,73,44,29,"TAM","DET",0,0,0,1,0,2,468,12,14,1,14,35,0,456,192,0,"TAM","DET",38,17,"False","dome","fieldturf",72,45,0,-5,"TAM",46,"2019-12-15",FALSE,21,FALSE,21,FALSE,21,FALSE,21,FALSE,21,FALSE,21
"428","DET",24,43,260,0,2,2,10,48,54,18,45,2,28,43,24,260,0,157,1,3,15,63,48,15,"DET","TAM",0,0,0,0,0,1,354,11,24,4,24,21,0,354,69,2,"TAM","DET",38,17,"False","dome","fieldturf",72,45,0,-5,"TAM",46,"2019-12-15",TRUE,-21,TRUE,-21,TRUE,-21,TRUE,-21,TRUE,-21,TRUE,-21
"429","CHI",29,53,334,1,2,3,15,34,64,27,96,0,25,50,29,334,1,119,1,3,24,83,59,24,"CHI","GNB",0,0,0,1,0,2,536,14,8,3,49,47,5,454,112,3,"CHI","GNB",13,21,"False","outdoors","grass",11,70,7,-4,"GNB",40,"2019-12-15",FALSE,-8,FALSE,-8,FALSE,-8,FALSE,-8,FALSE,-8,FALSE,-8
"430","GNB",16,33,203,1,0,1,11,49,78,24,100,2,44,30,16,203,1,122,0,2,22,58,36,22,"GNB","CHI",0,0,0,0,0,1,293,5,7,3,58,42,4,292,111,6,"CHI","GNB",13,21,"False","outdoors","grass",11,70,7,-4,"GNB",40,"2019-12-15",FALSE,8,FALSE,8,FALSE,8,FALSE,8,FALSE,8,FALSE,8
"431","DEN",18,40,208,0,1,2,9,43,50,15,52,0,29,40,18,208,0,119,0,0,15,57,42,15,"DEN","KAN",0,0,0,0,0,0,234,12,21,1,45,7,2,234,151,5,"DEN","KAN",3,23,"False","outdoors","grass",24,88,8,-10,"KAN",43,"2019-12-15",TRUE,-20,TRUE,-20,TRUE,-20,TRUE,-20,TRUE,-20,TRUE,-20
"432","KAN",27,34,340,2,1,3,13,41,115,25,92,0,35,34,27,340,2,151,0,2,23,62,39,23,"KAN","DEN",2,0,0,1,0,1,329,2,8,4,79,13,1,329,73,0,"DEN","KAN",3,23,"False","outdoors","grass",24,88,8,-10,"KAN",43,"2019-12-15",FALSE,20,FALSE,20,FALSE,20,FALSE,20,FALSE,20,FALSE,20
"433","MIA",23,41,279,2,0,3,17,29,93,25,122,0,58,41,23,279,2,138,1,4,21,69,48,21,"MIA","NYG",0,0,0,0,0,0,324,3,15,3,55,67,0,323,124,7,"MIA","NYG",20,36,"False","outdoors","fieldturf ",48,42,19,-3,"NYG",47,"2019-12-15",TRUE,-16,TRUE,-16,TRUE,-16,TRUE,-16,TRUE,-16,TRUE,-16
"434","NYG",21,29,284,2,3,1,10,52,167,33,138,3,29,29,21,284,2,161,0,0,33,63,30,33,"NYG","MIA",0,0,0,0,1,1,292,5,7,1,34,104,1,292,101,1,"MIA","NYG",20,36,"False","outdoors","fieldturf ",48,42,19,-3,"NYG",47,"2019-12-15",FALSE,16,FALSE,16,FALSE,16,FALSE,16,FALSE,16,FALSE,16
"435","HOU",19,27,243,2,2,1,9,35,92,35,140,1,26,25,19,243,2,100,0,4,31,63,32,31,"HOU","TEN",0,0,0,0,1,1,271,4,1,0,73,67,1,236,95,0,"HOU","TEN",24,21,"False","outdoors","grass",45,71,4,-3,"TEN",50,"2019-12-15",FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3
"436","TEN",22,37,279,2,1,2,10,60,131,28,163,1,96,36,22,279,2,141,0,1,27,67,40,27,"TEN","HOU",0,0,0,0,0,1,383,8,18,1,56,107,1,383,116,1,"HOU","TEN",24,21,"False","outdoors","grass",45,71,4,-3,"TEN",50,"2019-12-15",FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3
"437","PIT",23,38,202,1,4,4,24,34,43,14,51,0,30,36,23,202,1,97,1,0,14,56,42,14,"PIT","BUF",0,0,0,0,0,0,338,10,12,9,33,18,0,306,84,2,"BUF","PIT",17,10,"False","outdoors","grass",31,67,6,-1,"PIT",37,"2019-12-15",FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7
"438","BUF",13,25,139,1,1,1,8,40,65,38,130,1,36,24,13,139,1,79,1,4,34,64,30,34,"BUF","PIT",0,0,0,0,0,0,235,4,12,3,56,74,4,242,16,4,"BUF","PIT",17,10,"False","outdoors","grass",31,67,6,-1,"PIT",37,"2019-12-15",FALSE,7,FALSE,7,FALSE,7,FALSE,7,FALSE,7,FALSE,7
