"","team","pass_cmp","pass_att","pass_yds","pass_td","pass_int","pass_sacked","pass_sacked_yds","pass_long","pass_rating","rush_att","rush_yds","rush_td","rush_long","targets","rec","rec_yds","rec_td","rec_long","fumbles_lost","rush_scrambles","designed_rush_att","comb_pass_rush_play","comb_pass_play","comb_rush_play","Team_abbrev","Opponent_abbrev","two_point_conv","total_ret_td","offensive_fumble_recovery_td","pass_yds_bonus","rush_yds_bonus","rec_yds_bonus","pass_target_yds","pass_poor_throws","pass_blitzed","pass_hurried","rush_yds_before_contact","rush_yac","rush_broken_tackles","rec_air_yds","rec_yac","rec_drops","vis_team","home_team","vis_score","home_score","OT","Roof","Surface","Temperature","Humidity","Wind_Speed","Vegas_Line","Vegas_Favorite","Over_Under","game_date","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","is_blownout","score_diff"
"1231","PHI",12,26,115,1,1,2,2,25,55,19,100,2,34,24,12,115,1,72,0,5,14,47,33,14,"PHI","TAM",2,0,0,0,0,0,284,6,9,6,77,23,1,267,38,0,"TAM","PHI",28,22,"False","outdoors","grass ",74,56,8,-7,"TAM",52,"2021-10-14",FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6
"1232","TAM",34,42,297,2,1,0,0,27,102,31,102,2,32,42,34,297,2,127,0,0,31,73,42,31,"TAM","PHI",0,0,0,0,0,0,283,6,9,2,48,54,1,283,191,0,"TAM","PHI",28,22,"False","outdoors","grass ",74,56,8,-7,"TAM",52,"2021-10-14",FALSE,6,FALSE,6,FALSE,6,FALSE,6,FALSE,6,FALSE,6
"1233","CAR",17,41,207,1,1,4,19,41,55,23,118,1,48,39,17,207,1,140,2,3,20,68,48,20,"CAR","MIN",2,0,0,0,0,0,423,10,17,11,77,41,0,418,91,7,"MIN","CAR",34,28,"True","outdoors","grass ",62,39,7,-2,"MIN",45,"2021-10-17",FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6
"1234","MIN",33,48,373,3,0,0,0,40,112,36,198,1,76,45,33,373,3,146,1,2,34,84,50,34,"MIN","CAR",0,0,0,1,1,1,373,6,15,4,110,88,3,363,183,0,"MIN","CAR",34,28,"True","outdoors","grass ",62,39,7,-2,"MIN",45,"2021-10-17",FALSE,6,FALSE,6,FALSE,6,FALSE,6,FALSE,6,FALSE,6
"1235","GNB",17,23,195,2,0,3,26,41,128,31,154,1,80,21,17,195,2,99,0,2,29,57,28,29,"GNB","CHI",0,0,0,0,0,0,195,3,5,2,86,68,2,166,128,0,"GNB","CHI",24,14,"False","outdoors","grass ",59,39,6,-6,"GNB",44,"2021-10-17",FALSE,10,FALSE,10,FALSE,10,FALSE,10,FALSE,10,FALSE,10
"1236","CHI",16,27,174,1,1,4,37,21,75,26,140,1,41,25,16,174,1,76,0,5,21,57,36,21,"CHI","GNB",0,0,0,0,0,0,327,7,5,3,77,63,1,264,50,2,"GNB","CHI",24,14,"False","outdoors","grass ",59,39,6,-6,"GNB",44,"2021-10-17",TRUE,-10,TRUE,-10,TRUE,-10,TRUE,-10,TRUE,-10,TRUE,-10
"1237","ARI",20,30,229,4,0,2,21,34,129,37,144,0,71,28,20,229,4,103,0,0,37,69,32,37,"ARI","CLE",0,0,0,0,0,0,264,4,13,7,80,64,4,250,76,2,"ARI","CLE",37,14,"False","outdoors","grass ",58,55,23,-3,"CLE",48,"2021-10-17",FALSE,23,FALSE,23,FALSE,23,FALSE,23,FALSE,23,FALSE,23
"1238","CLE",20,31,240,2,1,5,23,63,144,19,73,0,20,31,20,240,2,126,2,3,16,55,39,16,"CLE","ARI",0,0,0,0,0,1,241,4,8,9,47,26,1,241,73,2,"ARI","CLE",37,14,"False","outdoors","grass ",58,55,23,-3,"CLE",48,"2021-10-17",TRUE,-23,TRUE,-23,TRUE,-23,TRUE,-23,TRUE,-23,TRUE,-23
"1239","HOU",29,43,243,0,2,2,14,20,62,29,124,0,68,42,29,243,0,105,1,1,28,74,46,28,"HOU","IND",0,0,0,0,0,0,279,9,13,4,96,28,1,283,113,1,"HOU","IND",3,31,"False","retractable roof (open)","fieldturf ",72,45,0,-10,"IND",43,"2021-10-17",TRUE,-28,TRUE,-28,TRUE,-28,TRUE,-28,TRUE,-28,TRUE,-28
"1240","IND",11,20,223,2,0,2,9,52,127,26,174,2,103,18,11,223,2,178,0,1,25,48,23,25,"IND","HOU",0,0,0,0,1,0,244,3,3,3,78,96,1,235,52,3,"HOU","IND",3,31,"False","retractable roof (open)","fieldturf ",72,45,0,-10,"IND",43,"2021-10-17",FALSE,28,FALSE,28,FALSE,28,FALSE,28,FALSE,28,FALSE,28
"1241","DEN",35,49,334,3,3,5,25,26,84,23,112,0,45,48,35,334,3,114,1,2,21,77,56,21,"DEN","LVR",0,0,0,1,0,0,491,7,4,5,70,42,3,484,121,1,"LVR","DEN",34,24,"False","outdoors","grass ",76,10,8,-4,"DEN",43,"2021-10-17",TRUE,-10,TRUE,-10,TRUE,-10,TRUE,-10,TRUE,-10,TRUE,-10
"1242","LVR",18,27,341,2,0,2,1,51,134,23,86,2,24,25,18,341,2,231,0,0,23,52,29,23,"LVR","DEN",0,0,0,1,0,0,320,4,9,5,57,29,1,300,128,2,"LVR","DEN",34,24,"False","outdoors","grass ",76,10,8,-4,"DEN",43,"2021-10-17",FALSE,10,FALSE,10,FALSE,10,FALSE,10,FALSE,10,FALSE,10
"1243","CIN",20,30,278,4,1,2,22,60,251,36,142,0,35,29,20,278,4,162,0,5,31,68,37,31,"CIN","DET",0,0,0,0,0,0,225,4,9,0,46,96,2,224,141,1,"CIN","DET",34,11,"False","dome","fieldturf ",72,45,0,-3,"CIN",47,"2021-10-17",FALSE,23,FALSE,23,FALSE,23,FALSE,23,FALSE,23,FALSE,23
"1244","DET",28,42,202,0,1,1,10,33,67,18,36,1,16,39,28,202,0,87,0,1,17,61,44,17,"DET","CIN",2,0,0,0,0,0,270,6,5,4,19,17,0,251,89,3,"CIN","DET",34,11,"False","dome","fieldturf ",72,45,0,-3,"CIN",47,"2021-10-17",TRUE,-23,TRUE,-23,TRUE,-23,TRUE,-23,TRUE,-23,TRUE,-23
"1245","MIA",34,48,354,2,1,0,0,57,213,20,77,0,33,47,34,354,2,138,0,3,17,68,51,17,"MIA","JAX",0,0,0,1,0,1,405,8,12,1,44,33,0,405,110,2,"MIA","JAX",20,23,"False","outdoors","grass",63,72,11,-3,"MIA",47,"2021-10-17",FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3
"1246","JAX",25,41,319,1,0,2,7,29,93,19,84,1,36,40,25,319,1,131,1,1,18,62,44,18,"JAX","MIA",0,0,0,1,0,1,306,10,15,1,35,49,1,296,131,2,"MIA","JAX",20,23,"False","outdoors","grass",63,72,11,-3,"MIA",47,"2021-10-17",FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3
"1247","DAL",36,51,445,3,1,0,0,35,108,31,122,0,42,49,36,445,3,147,1,1,30,82,52,30,"DAL","NWE",0,0,0,1,0,1,462,7,20,4,88,34,0,438,197,1,"DAL","NWE",35,29,"True","outdoors","fieldturf ",62,46,11,-3,"DAL",50,"2021-10-17",FALSE,6,FALSE,6,FALSE,6,FALSE,6,FALSE,6,FALSE,6
"1248","NWE",15,21,229,2,1,2,14,75,118,27,120,2,30,21,15,229,2,177,1,0,27,50,23,27,"NWE","DAL",2,0,0,0,1,0,172,5,11,0,58,62,0,172,98,1,"DAL","NWE",35,29,"True","outdoors","fieldturf ",62,46,11,-3,"DAL",50,"2021-10-17",FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6
"1249","LAR",22,30,251,4,2,2,17,30,128,34,131,1,34,30,22,251,4,105,0,2,32,66,34,32,"LAR","NYG",0,0,0,0,0,1,236,3,7,1,71,60,1,236,113,3,"LAR","NYG",38,11,"False","outdoors","fieldturf ",61,56,13,-9,"LAR",48,"2021-10-17",FALSE,27,FALSE,27,FALSE,27,FALSE,27,FALSE,27,FALSE,27
"1250","NYG",29,51,242,0,3,4,41,17,44,18,60,1,22,48,29,242,0,88,1,1,17,73,56,17,"NYG","LAR",2,0,0,0,0,0,350,12,17,3,33,27,0,303,114,4,"LAR","NYG",38,11,"False","outdoors","fieldturf ",61,56,13,-9,"LAR",48,"2021-10-17",TRUE,-27,TRUE,-27,TRUE,-27,TRUE,-27,TRUE,-27,TRUE,-27
"1251","SEA",23,32,209,1,0,5,44,41,99,27,144,1,56,31,23,209,1,132,1,0,27,64,37,27,"SEA","PIT",0,0,0,0,1,0,104,4,12,3,69,75,1,104,133,0,"SEA","PIT",20,23,"True","outdoors","grass ",49,77,6,-5,"PIT",43,"2021-10-17",FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3
"1252","PIT",29,40,229,1,0,1,3,23,94,30,119,1,47,39,29,229,1,89,1,0,30,71,41,30,"PIT","SEA",0,0,0,0,0,0,273,5,11,6,51,68,0,272,106,2,"SEA","PIT",20,23,"True","outdoors","grass ",49,77,6,-5,"PIT",43,"2021-10-17",FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3
"1253","LAC",22,39,195,1,1,2,13,26,67,12,26,0,19,39,22,195,1,116,0,1,11,53,42,11,"LAC","BAL",0,0,0,0,0,0,254,8,11,2,4,22,0,254,110,2,"LAC","BAL",6,34,"False","outdoors","grass",63,46,15,-2,"BAL",51,"2021-10-17",TRUE,-28,TRUE,-28,TRUE,-28,TRUE,-28,TRUE,-28,TRUE,-28
"1254","BAL",19,27,167,1,2,3,27,21,68,38,187,3,82,27,19,167,1,76,0,3,35,68,33,35,"BAL","LAC",0,0,0,0,0,0,179,6,17,2,112,75,4,179,71,2,"LAC","BAL",6,34,"False","outdoors","grass",63,46,15,-2,"BAL",51,"2021-10-17",FALSE,28,FALSE,28,FALSE,28,FALSE,28,FALSE,28,FALSE,28
"1255","WAS",24,39,182,1,1,0,0,39,70,19,94,0,31,39,24,182,1,85,1,0,19,58,39,19,"WAS","KAN",0,0,0,0,0,0,275,8,13,2,60,34,1,275,133,2,"KAN","WAS",31,13,"False","outdoors","grass ",62,39,13,-7,"KAN",54,"2021-10-17",TRUE,-18,TRUE,-18,TRUE,-18,TRUE,-18,TRUE,-18,TRUE,-18
"1256","KAN",32,47,397,2,2,3,7,49,90,28,109,2,39,46,32,397,2,184,1,3,25,78,53,25,"KAN","WAS",0,0,0,1,0,0,350,9,9,1,81,28,0,341,167,3,"KAN","WAS",31,13,"False","outdoors","grass ",62,39,13,-7,"KAN",54,"2021-10-17",FALSE,18,FALSE,18,FALSE,18,FALSE,18,FALSE,18,FALSE,18
"1257","BUF",35,47,353,3,1,3,18,31,107,23,82,0,33,45,35,353,3,130,0,4,19,73,54,19,"BUF","TEN",2,0,0,1,0,0,385,3,6,6,33,49,3,385,124,2,"BUF","TEN",31,34,"False","outdoors","grass ",66,40,6,-6,"BUF",53,"2021-10-18",FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3
"1258","TEN",18,29,216,0,1,0,0,48,70,22,146,4,80,25,18,216,0,119,0,0,22,51,29,22,"TEN","BUF",0,0,0,0,1,0,254,5,9,6,48,98,2,191,84,0,"BUF","TEN",31,34,"False","outdoors","grass ",66,40,6,-6,"BUF",53,"2021-10-18",FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3
"1259","DEN",23,33,187,2,1,2,5,31,91,14,41,0,14,32,23,187,2,81,0,0,14,49,35,14,"DEN","CLE",0,0,0,0,0,0,174,4,3,3,14,27,0,173,102,1,"DEN","CLE",14,17,"False","outdoors","grass ",59,69,27,-1,"CLE",41,"2021-10-21",FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3
"1260","CLE",21,33,199,1,0,1,5,34,90,33,182,1,49,32,21,199,1,134,0,2,31,67,36,31,"CLE","DEN",0,0,0,0,1,0,222,6,11,2,77,105,1,222,127,2,"DEN","CLE",14,17,"False","outdoors","grass ",59,69,27,-1,"CLE",41,"2021-10-21",FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3
"1261","HOU",23,32,135,0,0,2,17,22,79,15,42,0,21,31,23,135,0,83,1,0,15,49,34,15,"HOU","ARI",0,0,0,0,0,0,164,4,13,1,37,5,1,164,58,2,"HOU","ARI",5,31,"False","retractable roof (closed)","grass ",72,45,0,-18,"ARI",47,"2021-10-24",TRUE,-26,TRUE,-26,TRUE,-26,TRUE,-26,TRUE,-26,TRUE,-26
"1262","ARI",20,28,261,3,1,4,36,47,121,37,172,1,60,28,20,261,3,147,0,2,35,69,34,35,"ARI","HOU",0,0,0,0,0,0,260,3,1,2,117,55,4,260,82,1,"HOU","ARI",5,31,"False","retractable roof (closed)","grass ",72,45,0,-18,"ARI",47,"2021-10-24",FALSE,26,FALSE,26,FALSE,26,FALSE,26,FALSE,26,FALSE,26
"1263","WAS",25,37,268,1,1,4,33,40,86,29,195,0,79,36,25,268,1,108,1,6,23,70,47,23,"WAS","GNB",0,0,0,0,0,1,247,6,3,3,161,34,0,246,142,0,"WAS","GNB",10,24,"False","outdoors","grass ",49,56,11,-8,"GNB",48,"2021-10-24",TRUE,-14,TRUE,-14,TRUE,-14,TRUE,-14,TRUE,-14,TRUE,-14
"1264","GNB",27,35,274,3,0,3,27,26,127,15,57,0,43,34,27,274,3,114,1,2,13,53,40,13,"GNB","WAS",0,0,0,0,0,0,210,5,11,2,20,37,0,204,123,1,"WAS","GNB",10,24,"False","outdoors","grass ",49,56,11,-8,"GNB",48,"2021-10-24",FALSE,14,FALSE,14,FALSE,14,FALSE,14,FALSE,14,FALSE,14
"1265","ATL",25,40,336,2,1,1,11,49,95,22,72,1,20,39,25,336,2,156,1,1,21,63,42,21,"ATL","MIA",0,0,0,1,0,1,368,5,12,5,22,50,2,356,80,3,"ATL","MIA",30,28,"False","outdoors","grass ",85,70,9,-2,"ATL",47,"2021-10-24",FALSE,2,FALSE,2,FALSE,2,FALSE,2,FALSE,2,FALSE,2
"1266","MIA",32,40,291,4,2,1,10,27,109,29,132,0,36,40,32,291,4,118,0,3,26,70,44,26,"MIA","ATL",0,0,0,0,0,0,245,1,6,2,83,49,4,245,118,2,"ATL","MIA",30,28,"False","outdoors","grass ",85,70,9,-2,"ATL",47,"2021-10-24",FALSE,-2,FALSE,-2,FALSE,-2,FALSE,-2,FALSE,-2,FALSE,-2
"1267","NYJ",26,42,253,1,2,2,16,37,138,17,62,1,30,41,26,253,1,120,1,0,17,61,44,17,"NYJ","NWE",0,0,0,0,0,0,260,9,10,4,33,29,1,262,148,1,"NYJ","NWE",13,54,"False","outdoors","fieldturf ",52,44,0,-7,"NWE",42,"2021-10-24",TRUE,-41,TRUE,-41,TRUE,-41,TRUE,-41,TRUE,-41,TRUE,-41
"1268","NWE",28,41,411,3,0,1,8,100,386,32,148,4,64,40,28,411,3,257,0,2,30,74,44,30,"NWE","NYJ",0,0,0,1,1,0,340,6,11,2,112,36,0,346,244,0,"NYJ","NWE",13,54,"False","outdoors","fieldturf ",52,44,0,-7,"NWE",42,"2021-10-24",FALSE,41,FALSE,41,FALSE,41,FALSE,41,FALSE,41,FALSE,41
"1269","CAR",19,39,145,0,1,6,28,40,97,17,56,0,30,38,19,145,0,55,0,1,16,62,46,16,"CAR","NYG",0,0,0,0,0,0,292,12,6,3,39,17,0,292,92,4,"CAR","NYG",3,25,"False","outdoors","fieldturf ",57,51,0,-3,"CAR",42,"2021-10-24",TRUE,-22,TRUE,-22,TRUE,-22,TRUE,-22,TRUE,-22,TRUE,-22
"1270","NYG",24,34,219,1,0,2,20,43,214,31,103,1,42,33,24,219,1,120,0,0,31,67,36,31,"NYG","CAR",0,0,0,0,0,0,226,6,13,1,66,37,1,212,114,2,"CAR","NYG",3,25,"False","outdoors","fieldturf ",57,51,0,-3,"CAR",42,"2021-10-24",FALSE,22,FALSE,22,FALSE,22,FALSE,22,FALSE,22,FALSE,22
"1271","KAN",31,51,288,0,1,4,31,42,143,13,77,0,46,48,31,288,0,121,2,6,7,68,61,7,"KAN","TEN",0,0,0,0,0,0,374,12,8,8,65,12,0,351,121,3,"KAN","TEN",3,27,"False","outdoors","grass ",74,48,14,-4,"KAN",57,"2021-10-24",TRUE,-24,TRUE,-24,TRUE,-24,TRUE,-24,TRUE,-24,TRUE,-24
"1272","TEN",22,28,275,2,1,1,9,51,232,35,103,1,24,27,22,275,2,145,0,2,33,64,31,33,"TEN","KAN",0,0,0,0,0,1,206,2,11,5,33,70,1,205,131,0,"KAN","TEN",3,27,"False","outdoors","grass ",74,48,14,-4,"KAN",57,"2021-10-24",FALSE,24,FALSE,24,FALSE,24,FALSE,24,FALSE,24,FALSE,24
"1273","PHI",18,34,236,2,0,2,13,27,94,32,135,1,37,31,18,236,2,106,2,4,28,68,40,28,"PHI","LVR",2,0,0,0,0,0,405,4,3,6,92,43,0,335,70,2,"PHI","LVR",22,33,"False","dome","grass",72,45,0,-3,"LVR",48,"2021-10-24",TRUE,-11,TRUE,-11,TRUE,-11,TRUE,-11,TRUE,-11,TRUE,-11
"1274","LVR",31,34,323,2,1,0,0,43,113,29,119,2,40,34,31,323,2,179,0,1,28,63,35,28,"LVR","PHI",0,0,0,1,0,0,193,2,6,2,71,48,0,194,146,0,"PHI","LVR",22,33,"False","dome","grass",72,45,0,-3,"LVR",48,"2021-10-24",FALSE,11,FALSE,11,FALSE,11,FALSE,11,FALSE,11,FALSE,11
"1275","DET",23,37,285,1,2,2,7,80,188,28,137,0,60,32,23,285,1,147,0,1,27,67,40,27,"DET","LAR",0,0,0,0,0,1,143,6,12,2,80,57,2,142,195,2,"DET","LAR",19,28,"False","dome","matrixturf",72,45,0,-16,"LAR",50,"2021-10-24",FALSE,-9,FALSE,-9,FALSE,-9,FALSE,-9,FALSE,-9,FALSE,-9
"1276","LAR",28,41,334,3,0,1,7,59,117,19,47,0,13,41,28,334,3,132,0,0,19,61,42,19,"LAR","DET",2,0,0,1,0,1,383,8,11,0,17,30,0,383,139,1,"DET","LAR",19,28,"False","dome","matrixturf",72,45,0,-16,"LAR",50,"2021-10-24",FALSE,9,FALSE,9,FALSE,9,FALSE,9,FALSE,9,FALSE,9
"1277","CIN",23,38,416,3,1,1,7,82,113,24,111,2,67,36,23,416,3,196,0,0,24,63,39,24,"CIN","BAL",0,0,0,1,0,1,394,7,14,5,50,61,1,393,199,0,"CIN","BAL",41,17,"False","outdoors","grass",61,60,6,-6,"BAL",45,"2021-10-24",FALSE,24,FALSE,24,FALSE,24,FALSE,24,FALSE,24,FALSE,24
"1278","BAL",20,42,296,1,0,5,18,51,142,24,115,1,37,41,20,296,1,152,0,6,18,71,53,18,"BAL","CIN",0,0,0,0,0,0,589,16,10,11,72,43,0,581,97,1,"CIN","BAL",41,17,"False","outdoors","grass",61,60,6,-6,"BAL",45,"2021-10-24",TRUE,-24,TRUE,-24,TRUE,-24,TRUE,-24,TRUE,-24,TRUE,-24
"1279","SFO",16,27,181,1,2,2,12,29,60,24,111,1,25,27,16,181,1,101,2,0,24,53,29,24,"SFO","IND",0,0,0,0,1,1,237,5,2,0,59,52,2,237,49,2,"IND","SFO",30,18,"False","outdoors","grass",64,84,16,-4,"SFO",42,"2021-10-24",TRUE,-12,TRUE,-12,TRUE,-12,TRUE,-12,TRUE,-12,TRUE,-12
"1280","IND",17,26,150,2,0,1,3,57,106,33,148,2,61,26,17,150,2,91,2,2,31,60,29,31,"IND","SFO",0,0,0,0,1,1,191,3,10,3,63,85,3,191,70,1,"IND","SFO",30,18,"False","outdoors","grass",64,84,16,-4,"SFO",42,"2021-10-24",FALSE,12,FALSE,12,FALSE,12,FALSE,12,FALSE,12,FALSE,12
"1281","CHI",22,32,184,0,3,4,16,22,44,29,143,0,49,31,22,184,0,113,2,7,22,65,43,22,"CHI","TAM",0,0,0,0,1,0,206,3,16,3,78,65,2,195,110,5,"CHI","TAM",3,38,"False","outdoors","grass ",83,65,7,-11,"TAM",47,"2021-10-24",TRUE,-35,TRUE,-35,TRUE,-35,TRUE,-35,TRUE,-35,TRUE,-35
"1282","TAM",22,39,226,4,0,0,0,61,188,31,182,1,60,39,22,226,4,119,1,0,31,70,39,31,"TAM","CHI",0,0,0,0,0,1,288,11,7,1,109,73,6,288,96,0,"CHI","TAM",3,38,"False","outdoors","grass ",83,65,7,-11,"TAM",47,"2021-10-24",FALSE,35,FALSE,35,FALSE,35,FALSE,35,FALSE,35,FALSE,35
"1283","NOR",19,35,222,1,0,2,12,31,83,31,94,0,33,32,19,222,1,86,1,4,27,68,41,27,"NOR","SEA",0,0,0,0,0,1,300,6,10,5,54,40,0,300,151,3,"NOR","SEA",13,10,"False","outdoors","fieldturf ",54,77,16,-4,"NOR",42,"2021-10-25",FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3
"1284","SEA",12,22,167,1,0,5,38,84,94,28,90,0,57,19,12,167,1,138,0,1,27,55,28,27,"SEA","NOR",0,0,0,0,0,0,219,3,10,3,51,39,1,188,108,0,"NOR","SEA",13,10,"False","outdoors","fieldturf ",54,77,16,-4,"NOR",42,"2021-10-25",FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3
"1285","GNB",22,37,184,2,0,1,0,33,90,34,151,1,43,35,22,184,2,97,0,1,33,72,39,33,"GNB","ARI",0,0,0,0,0,0,165,7,9,5,78,73,2,115,138,2,"GNB","ARI",24,21,"False","retractable roof (open)","grass ",72,45,0,-6,"ARI",50,"2021-10-28",FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3
"1286","ARI",22,33,274,0,2,2,14,55,67,20,74,3,31,31,22,274,0,165,1,2,18,55,37,18,"ARI","GNB",0,0,0,0,0,0,304,7,4,6,60,14,0,283,139,0,"GNB","ARI",24,21,"False","retractable roof (open)","grass ",72,45,0,-6,"ARI",50,"2021-10-28",FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3
"1287","CAR",13,25,129,0,0,0,0,23,109,47,203,1,43,24,13,129,0,70,1,4,43,72,29,43,"CAR","ATL",0,0,0,0,0,0,118,5,7,3,113,90,0,123,72,2,"CAR","ATL",19,13,"False","retractable roof (open)","fieldturf",72,45,0,-3,"ATL",47,"2021-10-31",FALSE,6,FALSE,6,FALSE,6,FALSE,6,FALSE,6,FALSE,6
"1288","ATL",20,27,146,1,2,3,15,18,67,20,82,0,35,27,20,146,1,73,0,1,19,50,31,19,"ATL","CAR",0,0,0,0,0,0,194,2,7,2,40,42,1,193,70,0,"CAR","ATL",19,13,"False","retractable roof (open)","fieldturf",72,45,0,-3,"ATL",47,"2021-10-31",FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6,FALSE,-6
"1289","MIA",21,39,205,0,1,2,11,40,58,23,68,1,25,36,21,205,0,121,0,2,21,64,43,21,"MIA","BUF",2,0,0,0,0,0,273,9,14,13,32,36,1,263,93,3,"MIA","BUF",11,26,"False","outdoors","a_turf",54,82,9,-14,"BUF",49,"2021-10-31",TRUE,-15,TRUE,-15,TRUE,-15,TRUE,-15,TRUE,-15,TRUE,-15
"1290","BUF",29,43,249,2,0,0,0,20,139,23,102,1,54,41,29,249,2,79,0,4,19,66,47,19,"BUF","MIA",0,0,0,0,0,1,256,6,20,6,54,48,2,263,156,1,"MIA","BUF",11,26,"False","outdoors","a_turf",54,82,9,-14,"BUF",49,"2021-10-31",FALSE,15,FALSE,15,FALSE,15,FALSE,15,FALSE,15,FALSE,15
"1291","SFO",17,28,322,0,0,0,0,83,100,26,145,3,46,27,17,322,0,168,0,0,26,54,28,26,"SFO","CHI",2,0,0,1,1,1,248,4,7,4,45,100,0,248,163,2,"SFO","CHI",33,22,"False","outdoors","grass ",53,63,12,-4,"SFO",39,"2021-10-31",FALSE,11,FALSE,11,FALSE,11,FALSE,11,FALSE,11,FALSE,11
"1292","CHI",19,27,175,1,1,4,27,22,84,36,176,1,47,27,19,175,1,89,0,8,28,67,39,28,"CHI","SFO",0,0,0,0,1,0,281,7,13,3,86,90,6,281,58,0,"SFO","CHI",33,22,"False","outdoors","grass ",53,63,12,-4,"SFO",39,"2021-10-31",TRUE,-11,TRUE,-11,TRUE,-11,TRUE,-11,TRUE,-11,TRUE,-11
"1293","PIT",22,35,266,1,0,2,11,50,138,32,115,1,35,35,22,266,1,143,0,0,32,69,37,32,"PIT","CLE",0,0,0,0,0,0,208,8,11,1,72,43,1,208,181,0,"PIT","CLE",15,10,"False","outdoors","grass ",57,67,13,-4,"CLE",43,"2021-10-31",FALSE,5,FALSE,5,FALSE,5,FALSE,5,FALSE,5,FALSE,5
"1294","CLE",20,31,225,0,0,4,15,24,86,23,96,1,45,31,20,225,0,123,1,1,22,58,36,22,"CLE","PIT",0,0,0,0,0,0,233,5,7,4,52,44,1,233,112,4,"PIT","CLE",15,10,"False","outdoors","grass ",57,67,13,-4,"CLE",43,"2021-10-31",FALSE,-5,FALSE,-5,FALSE,-5,FALSE,-5,FALSE,-5,FALSE,-5
"1295","TEN",23,34,265,3,2,3,18,57,138,31,93,0,21,32,23,265,3,118,0,0,31,68,37,31,"TEN","IND",0,0,0,0,0,1,236,6,7,1,35,58,0,224,129,0,"TEN","IND",34,31,"True","retractable roof (open)","fieldturf ",72,45,0,-3,"IND",51,"2021-10-31",FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3,FALSE,3
"1296","IND",27,51,231,3,2,1,7,38,68,20,83,1,20,48,27,231,3,112,0,1,19,72,53,19,"IND","TEN",0,0,0,0,0,0,483,13,10,3,45,38,0,480,120,2,"TEN","IND",34,31,"True","retractable roof (open)","fieldturf ",72,45,0,-3,"IND",51,"2021-10-31",FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3,FALSE,-3
"1297","DEN",19,26,213,1,0,4,23,31,109,21,83,1,26,25,19,213,1,132,1,0,21,51,30,21,"DEN","WAS",0,0,0,0,0,0,185,3,11,0,40,43,2,176,84,1,"WAS","DEN",10,17,"False","outdoors","grass ",41,70,4,-3,"DEN",45,"2021-10-31",FALSE,7,FALSE,7,FALSE,7,FALSE,7,FALSE,7,FALSE,7
"1298","WAS",24,39,270,1,2,5,40,27,69,24,112,0,51,37,24,270,1,160,0,1,23,68,45,23,"WAS","DEN",0,0,0,0,0,0,285,8,16,1,70,42,1,241,185,2,"WAS","DEN",10,17,"False","outdoors","grass ",41,70,4,-3,"DEN",45,"2021-10-31",FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7,FALSE,-7
"1299","PHI",11,16,114,0,0,0,0,28,175,46,236,4,69,16,11,114,0,59,0,3,43,62,19,43,"PHI","DET",0,0,0,0,0,0,138,3,3,4,145,91,6,137,59,1,"PHI","DET",44,6,"False","dome","fieldturf ",72,45,0,-3,"PHI",48,"2021-10-31",FALSE,38,FALSE,38,FALSE,38,FALSE,38,FALSE,38,FALSE,38
"1300","DET",25,34,222,0,0,6,51,34,90,18,57,1,30,32,25,222,0,89,1,0,18,58,40,18,"DET","PHI",0,0,0,0,0,0,199,2,10,10,38,19,2,189,117,2,"PHI","DET",44,6,"False","dome","fieldturf ",72,45,0,-3,"PHI",48,"2021-10-31",TRUE,-38,TRUE,-38,TRUE,-38,TRUE,-38,TRUE,-38,TRUE,-38
